Name,Email,Role,Job Level,Manager Email,Start date,Nationality,Residence,Gender,Personal Email,Birthday,Business Group
Sergio Gallagher,sergio.gallagher@domain.com,Customer Success Manager,2a,Kai Gates,2021-07-01,South Africa,South Africa,Female,8097144@gmail.com,1989-05-04,Business Function
Elliott Boone,elliott.boone@domain.com,Creative,3a,Juniper Phelps,2022-05-02,South Africa,South Africa,Female,4383880@gmail.com,1994-12-05,Creative
Mauricio Martin,mauricio.martin@domain.com,CPM Team Lead,4a Manager,Esme Jacobs,2021-07-01,South Africa,South Africa,Female,8332946@gmail.com,1991-04-15,CPM
Mila Hester,mila.hester@domain.com,Creative Project Manager,2b,Emmitt McDowell,2021-06-14,Malaysia,Malaysia,Female,3167775@gmail.com,1993-11-06,CPM
Rene Lloyd,rene.lloyd@domain.com,Creative,2b,Chaya Glover,2022-01-10,Libya,Libya,Male,1162706@gmail.com,1996-03-10,Creative
Emely Proctor,emely.proctor@domain.com,Creative,2a,Malayah Morrow,2022-01-10,South Africa,South Africa,Male,5244863@gmail.com,1990-07-17,Creative
Vance Davidson,vance.davidson@domain.com,Creative,2a,River Abbott,2023-08-07,South Africa,South Africa,Female,3329692@gmail.com,1990-06-11,Business Function
Jayla Perez,jayla.perez@domain.com,Senior Site Reliability Engineer,3a,Marvin Durham,2022-07-18,Egypt,Egypt,Male,5806878@gmail.com,1994-08-06,Business Function
Owen Reed,owen.reed@domain.com,Creative Project Manager,1a,Emmitt McDowell,2024-02-05,South Africa,South Africa,Female,2722569@gmail.com,1992-03-05,CPM
Valentina Todd,valentina.todd@domain.com,Creative,3b,Livia Conley,2021-10-04,Romania,Spain,Female,4317887@gmail.com,1986-05-15,Creative
Baylor McBride,baylor.mcbride@domain.com,Director of Talent Acquisition,6a,Owen Love,2022-01-24,Spain,Spain,Female,2188050@gmail.com,1990-04-26,Business Function
Kelsey Parsons,kelsey.parsons@domain.com,Customer Success Manager,2a,Mira Gaines,2024-05-20,"Argentina, Australia",Uruguay,Female,4743473@gmail.com,1984-01-26,Business Function
Lewis Reese,lewis.reese@domain.com,Senior Sales Manager,4b Manager,Laylah Valenzuela,2019-01-07,South Africa,South Africa,Male,6742049@gmail.com,1986-01-16,Business Function
Rosemary Joseph,rosemary.joseph@domain.com,Senior Customer Success Manager,4a IC,Mira Gaines,2021-07-12,"South Africa, Israel",South Africa,Female,1584759@gmail.com,1989-10-04,Business Function
Kyle Conway,kyle.conway@domain.com,Staff Engineer,5a IC,Elaina Mack,2019-04-23,Poland,Poland,Male,7396950@gmail.com,1989-02-27,Business Function
Ryann Rubio,ryann.rubio@domain.com,Marketing PMO,4a IC,Nataly Whitehead,2021-05-17,"Italy, Peru, Venezuela",Panama,Female,4600566@gmail.com,1997-06-13,Business Function
Titan Kemp,titan.kemp@domain.com,Creative Project Manager,2a,Noah Figueroa,2022-06-06,Argentina,Argentina,Female,3647325@gmail.com,1995-10-26,CPM
Anika Bowen,anika.bowen@domain.com,Creative,3a,Livia Conley,2021-09-06,Argentina,Argentina,Female,5026606@gmail.com,1989-09-30,Creative
Trevor McKinney,trevor.mckinney@domain.com,Creative Project Manager,1a,Cecilia Fleming,2023-11-06,"Argentina, Italy",Argentina,Female,6294137@gmail.com,1998-01-30,CPM
Gwendolyn Peck,gwendolyn.peck@domain.com,Senior Director of Product,6b,Ian Chapman,2021-10-04,"Norway, China",Norway,Female,8639935@gmail.com,1993-06-10,Business Function
Yousef Hoffman,yousef.hoffman@domain.com,Senior Machine Learning Engineer,3a,Terry Morse,2023-09-18,Belarus,Poland,Male,5621032@gmail.com,1998-04-30,Business Function
Aspen McConnell,aspen.mcconnell@domain.com,Creative Project Manager,1a,Kieran Lindsey,2023-10-16,Dominican Republic,Dominican Republic,Female,8865295@gmail.com,1995-06-12,CPM
London Brooks,london.brooks@domain.com,Strategic Enterprise Business Development Representative,3a,Imani Rivera,2022-03-21,Canada,Germany,Female,1973428@gmail.com,1995-11-22,Business Function
Autumn McCormick,autumn.mccormick@domain.com,Creative Project Manager,3b,Amias Wolf,2021-08-02,Brazil,Brazil,Female,8097806@gmail.com,1992-10-07,CPM
Jasiah Hines,jasiah.hines@domain.com,Creative Project Manager,1a,Amias Wolf,2024-01-08,South Africa,South Africa,Female,3664696@gmail.com,1995-11-06,CPM
Poppy Golden,poppy.golden@domain.com,Senior Associate Creative Director,5b Manager,Jayden Henson,2021-05-03,South Africa,South Africa,Female,2468997@gmail.com,1988-01-15,Creative
Amias Wolf,amias.wolf@domain.com,CPM Team Lead,4b Manager,Esme Jacobs,2020-11-23,Brazil,Brazil,Female,4101519@gmail.com,1989-06-30,CPM
Jolene Hodge,jolene.hodge@domain.com,Enterprise Business Development Representative,2a,Kendra Anthony,2023-05-02,South Africa,South Africa,Male,2480670@gmail.com,1999-01-12,Business Function
Reign Gallagher,reign.gallagher@domain.com,Customer Success Team Leader,4a Manager,Miller Garrett,2024-08-05,South Africa,South Africa,Female,1465382@gmail.com,1983-04-27,Business Function
Elliott McIntyre,elliott.mcintyre@domain.com,Creative Project Manager,3a,Mauricio Martin,2021-05-17,Netherlands,Mexico,Female,6469003@gmail.com,1988-11-03,CPM
Eliseo Whitney,eliseo.whitney@domain.com,Creative,2b,Jaime Higgins,2021-06-28,South Africa,South Africa,Female,1716855@gmail.com,1992-05-04,Creative
Madalynn Harper,madalynn.harper@domain.com,Sales Enablement Associate,2b,Ismael Russell,2021-06-07,South Africa,South Africa,Female,2059789@gmail.com,1997-12-01,Business Function
Hayes Wise,hayes.wise@domain.com,Creative Project Manager,2b,Tinsley Franco,2022-08-01,"South Africa, Netherlands",South Africa,Female,8736720@gmail.com,1992-11-27,Business Function
Mira Gaines,mira.gaines@domain.com,Senior Customer Success Manager,4a Manager,Miller Garrett,2021-06-01,"South Africa, Germany",South Africa,Female,4080204@gmail.com,1987-02-01,Business Function
Talon McCall,talon.mccall@domain.com,Creative Project Manager,2b,Alanna Knox,2022-04-04,South Africa,South Africa,Female,5840894@gmail.com,1991-04-23,CPM
Kai Gates,kai.gates@domain.com,Customer Success Senior Team Lead,4b Manager,Miller Garrett,2021-04-01,South Africa,South Africa,Female,8373204@gmail.com,1986-07-11,Business Function
Ermias Mullins,ermias.mullins@domain.com,Senior Content Marketing Manager,4a Manager,Leighton May,2022-12-05,Canada,Canada,Female,8587270@gmail.com,1992-08-28,Business Function
Maliyah Gutierrez,maliyah.gutierrez@domain.com,Creative,1b,Maliyah Cuevas,2024-01-08,South Africa,South Africa,Male,7313021@gmail.com,1995-04-20,Business Function
Luca Ware,luca.ware@domain.com,"Operations Excellence Manager, Staffing",4a Manager,Rudy Simmons,2018-08-02,"Vietnam, Norway",Norway,Female,1739879@gmail.com,1990-10-25,Business Function
Eileen O’Connor,eileen.o’connor@domain.com,Creative Lead,4a IC,Yareli Hail,2023-08-07,Portugal,United Kingdom,Male,5364417@gmail.com,1988-03-04,Business Function
Princeton White,princeton.white@domain.com,Head of Data & Analytics,5a Manager,Elaina Mack,2024-04-01,South Africa,South Africa,Male,7602043@gmail.com,1989-04-13,Business Function
Layla Stephens,layla.stephens@domain.com,Creative,3a,Keanu Smith,2021-09-06,United States of America (USA),Italy,Male,1709794@gmail.com,2000-03-22,Creative
Messiah Maldonado,messiah.maldonado@domain.com,Creative Lead,4a IC,Nathanael Sherman,2023-11-06,Nigeria,Nigeria,Male,8933088@gmail.com,1993-06-19,Creative
Elaina Mack,elaina.mack@domain.com,"VP, Engineering",7,Ian Chapman,2019-01-14,Norway,Norway,Male,6857200@gmail.com,1991-09-29,Business Function
Esteban Bridges,esteban.bridges@domain.com,Creative Lead,4b IC,Trenton Hawkins,2024-02-05,Georgia,Georgia,Male,5705758@gmail.com,1990-06-08,Creative
Elora Alexander,elora.alexander@domain.com,"Operations Excellence Manager, Performance",4a IC,Jace Chung,2024-09-03,Italy,Romania,Male,5434048@gmail.com,1993-03-12,Business Function
Kingston Aguirre,kingston.aguirre@domain.com,Creative,3b,Livia Conley,2021-10-04,France,Poland,Male,3551302@gmail.com,1990-11-08,Creative
Ariah Flynn,ariah.flynn@domain.com,Senior Enterprise Business Development Representative,2b,Imani Rivera,2021-04-19,Finland,Italy,Female,3386306@gmail.com,1993-07-11,Business Function
Kannon Good,kannon.good@domain.com,Creative,3b,Stella Valentine,2022-06-06,Italy,Italy,Male,5509267@gmail.com,1992-04-08,Creative
Nathalia Silva,nathalia.silva@domain.com,Associate Creative Director,5b IC,Annika Alvarez,2021-10-04,South Africa,South Africa,Female,6986268@gmail.com,1972-04-26,Business Function
Luka Friedman,luka.friedman@domain.com,Creative Project Manager,2b,Marisol Alexander,2021-09-06,Peru,Peru,Female,4407085@gmail.com,1992-05-15,CPM
Aspyn Green,aspyn.green@domain.com,Frontend Engineer,2b,Luciana Espinoza,2021-11-02,Greece,Greece,Male,8974175@gmail.com,1996-06-01,Business Function
Anthony Grant,anthony.grant@domain.com,Creative,3a,Trenton Hawkins,2023-04-03,"Brazil, Italy",Portugal,Male,1723363@gmail.com,1993-10-04,Creative
Alaina Wiggins,alaina.wiggins@domain.com,Creative,3b,Jaime Higgins,2021-07-05,Brazil,Brazil,Male,6515217@gmail.com,1974-01-01,Creative
Azariah Bass,azariah.bass@domain.com,Creative,3b,Thiago Valentine,2022-06-06,Spain,Spain,Male,1146234@gmail.com,1990-11-29,Creative
Zahra Green,zahra.green@domain.com,Lead Talent Acquisition Partner,3a,Ava Brennan,2022-07-18,Argentina,Argentina,Female,6264020@gmail.com,1991-08-10,Business Function
Anthony Henson,anthony.henson@domain.com,Creative,2a,Helen Faulkner,2021-06-21,"Argentina, Italy",Argentina,Female,2357031@gmail.com,1991-08-16,Creative
Kinslee Arroyo,kinslee.arroyo@domain.com,Senior Frontend Engineer,3a,Elaina Mack,2023-09-04,Lithuania,Lithuania,Male,2639088@gmail.com,1989-06-25,Business Function
Alberto Stafford,alberto.stafford@domain.com,Creative,2b,Jaime Higgins,2021-08-02,India,India,Male,2107623@gmail.com,1995-02-12,Creative
Bridget Mendoza,bridget.mendoza@domain.com,Creative,1b,Kohen Carlson,2022-05-02,South Africa,South Africa,Male,2490037@gmail.com,1988-10-12,Creative
Dominic Herman,dominic.herman@domain.com,Global Field Sales Account Executive,3a,Naya Small,2024-09-03,United States of America (USA),United States of America (USA),Male,6799972@gmail.com,1999-04-06,Business Function
Paulina Boyle,paulina.boyle@domain.com,Creative,2a,Harris Sawyer,2021-01-18,Costa Rica,Costa Rica,Female,3886098@gmail.com,1997-07-10,Creative
Robin Bradshaw,robin.bradshaw@domain.com,Creative Team Lead,4a Manager,Jaime Petersen,2021-10-04,Ukraine,Ukraine,Male,5026430@gmail.com,1995-05-08,Creative
Berkley Roberson,berkley.roberson@domain.com,Frontend Engineer,2b,Luciana Espinoza,2016-03-27,Russian Federation,Russian Federation,Male,7085732@gmail.com,1985-03-31,Business Function
Shepherd Soto,shepherd.soto@domain.com,Creative,3a,Kylan Guzman,2023-09-04,South Africa,South Africa,Male,5522085@gmail.com,1990-03-20,Business Function
Brynlee Trevino,brynlee.trevino@domain.com,Customer Success Manager,2a,Kai Gates,2022-04-04,Poland,Poland,Female,1309480@gmail.com,1993-08-10,Business Function
Jaime Higgins,jaime.higgins@domain.com,Creative Lead,4a Manager,Aitana Lee,2016-09-22,Indonesia,Indonesia,Female,1473579@gmail.com,1987-04-22,Creative
Leighton Dougherty,leighton.dougherty@domain.com,Creative,2a,Avi Barnett,2024-02-05,South Africa,South Africa,Female,4301714@gmail.com,1994-01-15,Creative
Brett Berg,brett.berg@domain.com,Creative Project Manager,2b,Halle McCall,2021-07-01,Costa Rica,Costa Rica,Female,8005378@gmail.com,1994-11-04,CPM
Emmalyn Avery,emmalyn.avery@domain.com,Lead Software Engineer,4a IC,Marvin Durham,2021-09-06,Belarus,Poland,Male,4527099@gmail.com,1997-03-26,Business Function
Jakari McDowell,jakari.mcdowell@domain.com,Senior Enterprise Business Development Representative,2b,Jeffery Farrell,2023-01-09,"Colombia, Ecuador",Colombia,Male,7932039@gmail.com,1997-09-25,Business Function
Rayna Short,rayna.short@domain.com,Lead Analytics Engineer,4a IC,Princeton White,2022-05-02,Greece,Greece,Male,1024619@gmail.com,1985-11-16,Business Function
Hezekiah Castillo,hezekiah.castillo@domain.com,Frontend Engineer,2b,Miracle Long,2021-10-04,India,India,Male,1656595@gmail.com,1997-02-09,Business Function
Eva McGee,eva.mcgee@domain.com,Sales Development Representative,1a,Kali Cameron,2024-09-02,Lebanon,Romania,Male,5381250@gmail.com,1998-0226,Business Function
Conner Ochoa,conner.ochoa@domain.com,Creative Project Manager,2b,Abby Middleton,2022-02-07,Panama,Panama,Female,4668406@gmail.com,1990-12-22,CPM
Luciana Espinoza,luciana.espinoza@domain.com,Engineering Manager,4a Manager,Elaina Mack,2021-05-10,Lebanon,Lebanon,Male,5059104@gmail.com,1989-08-12,Business Function
Dallas Kim,dallas.kim@domain.com,Senior Software Engineer,3a,Luciana Espinoza,2022-03-07,Turkey,Turkey,Male,2831678@gmail.com,1994-10-18,Business Function
Gabriella Gonzales,gabriella.gonzales@domain.com,Creative,2a,Kylan Guzman,2024-02-05,South Africa,South Africa,Male,3609517@gmail.com,1998-12-08,Creative
Brayden Kramer,brayden.kramer@domain.com,Creative Project Manager,1b,Dayton Howard,2023-02-06,Mexico,Mexico,Female,6066049@gmail.com,1990-02-03,CPM
Hanna Benitez,hanna.benitez@domain.com,Producer,3a,Darwin Nava,2024-06-03,South Africa,South Africa,Female,4455201@gmail.com,1994-09-07,Business Function
Justice Williamson,justice.williamson@domain.com,Creative,3a,Helena Quinn,2018-08-23,Philippines,Philippines,Female,5735951@gmail.com,1989-05-08,Creative
